query,name,google_id,place_id,location_link,reviews_link,reviews_per_score,rating,review_id,author_link,author_title,author_id,author_image,review_text,review_img_url,owner_answer,owner_answer_timestamp,owner_answer_timestamp_datetime_utc,review_link,review_rating,review_timestamp,review_datetime_utc,review_likes,reviews_id
Armando al Pantheon,Armando al Pantheon,0x132f6051d8fd0673:0x91fde7e0e4de70fe,ChIJcwb92FFgLxMR_nDe5ODn_ZE,"https://www.google.com/maps/place/Armando+al+Pantheon/@41.8990581,12.4761819,14z/data=!4m8!1m2!2m1!1sArmando+al+Pantheon!3m4!1s0x132f6051d8fd0673:0x91fde7e0e4de70fe!8m2!3d41.8990581!4d12.4761819",https://search.google.com/local/reviews?placeid=ChIJcwb92FFgLxMR_nDe5ODn_ZE&q=Armando+al+Pantheon&authuser=0&hl=en&gl=US,"{""1"": 48, ""2"": 39, ""3"": 65, ""4"": 226, ""5"": 679}",4.4,ChZDSUhNMG9nS0VJQ0FnSURHdjd6LUxBEAE,https://www.google.com/maps/contrib/113632577415321772303?hl=en-US,Karl,113632577415321772303,https://lh3.googleusercontent.com/a/AATXAJyEncfSkpk-UuM6bU76SAYViB5CcCoCqpf1iThT=s120-c-c0x00000000-cc-rp-mo-br100,We ordered 2x cacio et pepe (pasta) and it was probably the best we had. I strongly recommend you to reserve in advance !,https://lh3.googleusercontent.com/a/AATXAJyEncfSkpk-UuM6bU76SAYViB5CcCoCqpf1iThT,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s113632577415321772303!2s0x0:0x91fde7e0e4de70fe?hl=en-US,5,1639472137,12/14/2021 08:55:37,1,-7926924816003731202
Armando al Pantheon,Armando al Pantheon,0x132f6051d8fd0673:0x91fde7e0e4de70fe,ChIJcwb92FFgLxMR_nDe5ODn_ZE,"https://www.google.com/maps/place/Armando+al+Pantheon/@41.8990581,12.4761819,14z/data=!4m8!1m2!2m1!1sArmando+al+Pantheon!3m4!1s0x132f6051d8fd0673:0x91fde7e0e4de70fe!8m2!3d41.8990581!4d12.4761819",https://search.google.com/local/reviews?placeid=ChIJcwb92FFgLxMR_nDe5ODn_ZE&q=Armando+al+Pantheon&authuser=0&hl=en&gl=US,"{""1"": 48, ""2"": 39, ""3"": 65, ""4"": 226, ""5"": 679}",4.4,ChdDSUhNMG9nS0VJQ0FnSURHN2ZxNnRRRRAB,https://www.google.com/maps/contrib/103232081006977972996?hl=en-US,Julio Fernandez alvarez,103232081006977972996,https://lh3.googleusercontent.com/a/AATXAJzGthE6AxD4MbSAdI3d1_Unyxb_ap2ParFWFq9Z=s120-c-c0x00000000-cc-rp-mo-ba4-br100,Very taste everything. Waiters nice and giving good recommendations,https://lh3.googleusercontent.com/a/AATXAJzGthE6AxD4MbSAdI3d1_Unyxb_ap2ParFWFq9Z,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s103232081006977972996!2s0x0:0x91fde7e0e4de70fe?hl=en-US,5,1638798869,12/06/2021 13:54:29,0,-7926924816003731202
Armando al Pantheon,Armando al Pantheon,0x132f6051d8fd0673:0x91fde7e0e4de70fe,ChIJcwb92FFgLxMR_nDe5ODn_ZE,"https://www.google.com/maps/place/Armando+al+Pantheon/@41.8990581,12.4761819,14z/data=!4m8!1m2!2m1!1sArmando+al+Pantheon!3m4!1s0x132f6051d8fd0673:0x91fde7e0e4de70fe!8m2!3d41.8990581!4d12.4761819",https://search.google.com/local/reviews?placeid=ChIJcwb92FFgLxMR_nDe5ODn_ZE&q=Armando+al+Pantheon&authuser=0&hl=en&gl=US,"{""1"": 48, ""2"": 39, ""3"": 65, ""4"": 226, ""5"": 679}",4.4,ChdDSUhNMG9nS0VJQ0FnSUNxc2ZxVW1BRRAB,https://www.google.com/maps/contrib/116306249316693535672?hl=en-US,Alan,116306249316693535672,https://lh3.googleusercontent.com/a/AATXAJyJbABeO8VD83bNYsMwh69rt3ASAo9vijsYqK5u=s120-c-c0x00000000-cc-rp-mo-ba5-br100,"A three generation restaurant since 1961 next to the pantheon.
The Bruschetta featured some of the tastiest tomatoes I’ve ever had. They were so juicy, strong in flavor, yet with the perfect balance of slightly sweet and tangy. The Buffalo mozzarella was decent, fresh and creamy but a little too chewy like rubber.
The Spaghetti allá carbonara was very fresh and made perfectly al dente. The sauce is eggy, creamy, and salty, so thick that it began to clump and stick together after a bit. The cured pork cheek adds smokiness, but went perhaps over the top on salt.
Lastly the torta antica Roma was a crumble tart that shares the same flavor attributes of a refined peanut butter and jelly sandwich. Instead of peanut, sesame and poppy seeds are used to produce a subtler taste. This is paired with a light layer of ricotta and a strawberry jam.",https://lh5.googleusercontent.com/p/AF1QipM8kt0yt-XNdbXj4qw-OGAqjD1bSmV68cLpYsm9,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s116306249316693535672!2s0x0:0x91fde7e0e4de70fe?hl=en-US,5,1623314237,06/10/2021 08:37:17,0,-7926924816003731202
Armando al Pantheon,Armando al Pantheon,0x132f6051d8fd0673:0x91fde7e0e4de70fe,ChIJcwb92FFgLxMR_nDe5ODn_ZE,"https://www.google.com/maps/place/Armando+al+Pantheon/@41.8990581,12.4761819,14z/data=!4m8!1m2!2m1!1sArmando+al+Pantheon!3m4!1s0x132f6051d8fd0673:0x91fde7e0e4de70fe!8m2!3d41.8990581!4d12.4761819",https://search.google.com/local/reviews?placeid=ChIJcwb92FFgLxMR_nDe5ODn_ZE&q=Armando+al+Pantheon&authuser=0&hl=en&gl=US,"{""1"": 48, ""2"": 39, ""3"": 65, ""4"": 226, ""5"": 679}",4.4,ChdDSUhNMG9nS0VJQ0FnSUQ4MzZhU3R3RRAB,https://www.google.com/maps/contrib/113260664798365079109?hl=en-US,Felicity Miller,113260664798365079109,https://lh3.googleusercontent.com/a/AATXAJz6KsOSdauQLxeppJWr7WJSclHgzU6bLCvsOIZa=s120-c-c0x00000000-cc-rp-mo-ba3-br100,"Best meal we had in Rome. Delicious wine and excellent food. Super friendly service and fair pricing. We paid €120 for two mains and sides, a bottle of wine, water, bread, dessert wine and a shared dessert. You can easily book online also.",https://lh5.googleusercontent.com/p/AF1QipOzRFgP5ym6UnTBNJAfW4xfHKwn9BMcD-fXs4x4,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s113260664798365079109!2s0x0:0x91fde7e0e4de70fe?hl=en-US,5,1596608313,08/05/2020 06:18:33,0,-7926924816003731202
Armando al Pantheon,Armando al Pantheon,0x132f6051d8fd0673:0x91fde7e0e4de70fe,ChIJcwb92FFgLxMR_nDe5ODn_ZE,"https://www.google.com/maps/place/Armando+al+Pantheon/@41.8990581,12.4761819,14z/data=!4m8!1m2!2m1!1sArmando+al+Pantheon!3m4!1s0x132f6051d8fd0673:0x91fde7e0e4de70fe!8m2!3d41.8990581!4d12.4761819",https://search.google.com/local/reviews?placeid=ChIJcwb92FFgLxMR_nDe5ODn_ZE&q=Armando+al+Pantheon&authuser=0&hl=en&gl=US,"{""1"": 48, ""2"": 39, ""3"": 65, ""4"": 226, ""5"": 679}",4.4,ChZDSUhNMG9nS0VJQ0FnSUNDcF9tM0tREAE,https://www.google.com/maps/contrib/115144241370420277176?hl=en-US,Wata I,115144241370420277176,https://lh3.googleusercontent.com/a-/AOh14Gh_NNbfecRh-UDv34_-4SU8y7-oeyOPLJACzs_k=s120-c-c0x00000000-cc-rp-mo-ba2-br100,"We had a great night here! Staff is very gentle and the quality of food is sensational. The price is very plausible even adjacent Pantheon! This amatriciana is best ever in all we have had in Roma, London and Tokyo",https://lh5.googleusercontent.com/p/AF1QipOfjPRZ2SC_iTMHlRtgXiEOroIeGxVAR4chvp0x,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s115144241370420277176!2s0x0:0x91fde7e0e4de70fe?hl=en-US,5,1599381580,09/06/2020 08:39:40,0,-7926924816003731202
Armando al Pantheon,Armando al Pantheon,0x132f6051d8fd0673:0x91fde7e0e4de70fe,ChIJcwb92FFgLxMR_nDe5ODn_ZE,"https://www.google.com/maps/place/Armando+al+Pantheon/@41.8990581,12.4761819,14z/data=!4m8!1m2!2m1!1sArmando+al+Pantheon!3m4!1s0x132f6051d8fd0673:0x91fde7e0e4de70fe!8m2!3d41.8990581!4d12.4761819",https://search.google.com/local/reviews?placeid=ChIJcwb92FFgLxMR_nDe5ODn_ZE&q=Armando+al+Pantheon&authuser=0&hl=en&gl=US,"{""1"": 48, ""2"": 39, ""3"": 65, ""4"": 226, ""5"": 679}",4.4,ChdDSUhNMG9nS0VJQ0FnSUNhLWJQeG93RRAB,https://www.google.com/maps/contrib/112414579116167118658?hl=en-US,Zoltán Csipke,112414579116167118658,https://lh3.googleusercontent.com/a-/AOh14GghCFYlMlRHZp_UVxXXi_daHXW3N6QLTMqDzf-6xrw=s120-c-c0x00000000-cc-rp-mo-ba4-br100,"The eggplant antipasto was delightful, the service was friendly, the spagetti carbonara was essentially scrambled eggs with noodles. Not what we would have expected.",https://lh5.googleusercontent.com/p/AF1QipMYeecCru-Ptg4ryq2lkxEVRAKmvXEvh2J-RNqu,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s112414579116167118658!2s0x0:0x91fde7e0e4de70fe?hl=en-US,3,1628082731,08/04/2021 13:12:11,1,-7926924816003731202
Armando al Pantheon,Armando al Pantheon,0x132f6051d8fd0673:0x91fde7e0e4de70fe,ChIJcwb92FFgLxMR_nDe5ODn_ZE,"https://www.google.com/maps/place/Armando+al+Pantheon/@41.8990581,12.4761819,14z/data=!4m8!1m2!2m1!1sArmando+al+Pantheon!3m4!1s0x132f6051d8fd0673:0x91fde7e0e4de70fe!8m2!3d41.8990581!4d12.4761819",https://search.google.com/local/reviews?placeid=ChIJcwb92FFgLxMR_nDe5ODn_ZE&q=Armando+al+Pantheon&authuser=0&hl=en&gl=US,"{""1"": 48, ""2"": 39, ""3"": 65, ""4"": 226, ""5"": 679}",4.4,ChZDSUhNMG9nS0VJQ0FnSUNHdThMUktnEAE,https://www.google.com/maps/contrib/108383498553735186647?hl=en-US,Jakub Seweryn,108383498553735186647,https://lh3.googleusercontent.com/a/AATXAJy_92e71T8IlknCjaGCLF72lvnFQhd4AE2wlXXo=s120-c-c0x00000000-cc-rp-mo-br100,"If the view on the Pantheon is not enough, the food, wine and service are also great.
I tried spaghetti carbonara - the only comment here is that guanciale bits were on the softer and less crispy side (but that's up to the personal preference).
I was served a glass of great wine that went perfectly with the pasta.
And the bread (not complimentary but it will be served to you even if you don't order it) was just amazing",https://lh3.googleusercontent.com/a/AATXAJy_92e71T8IlknCjaGCLF72lvnFQhd4AE2wlXXo,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s108383498553735186647!2s0x0:0x91fde7e0e4de70fe?hl=en-US,5,1636554074,11/10/2021 14:21:14,0,-7926924816003731202
Armando al Pantheon,Armando al Pantheon,0x132f6051d8fd0673:0x91fde7e0e4de70fe,ChIJcwb92FFgLxMR_nDe5ODn_ZE,"https://www.google.com/maps/place/Armando+al+Pantheon/@41.8990581,12.4761819,14z/data=!4m8!1m2!2m1!1sArmando+al+Pantheon!3m4!1s0x132f6051d8fd0673:0x91fde7e0e4de70fe!8m2!3d41.8990581!4d12.4761819",https://search.google.com/local/reviews?placeid=ChIJcwb92FFgLxMR_nDe5ODn_ZE&q=Armando+al+Pantheon&authuser=0&hl=en&gl=US,"{""1"": 48, ""2"": 39, ""3"": 65, ""4"": 226, ""5"": 679}",4.4,ChdDSUhNMG9nS0VJQ0FnSURxaHE3T3F3RRAB,https://www.google.com/maps/contrib/118328328490266394844?hl=en-US,Jessica Moore,118328328490266394844,https://lh3.googleusercontent.com/a/AATXAJwqxow1NKTZ6qasUvgVDG66EQ5MtbMaVCmx_bce=s120-c-c0x00000000-cc-rp-mo-ba4-br100,"Classic Rome - fantastic in every way, food, service and atmosphere.",https://lh5.googleusercontent.com/p/AF1QipPzg_TkR9Xj9KVLvxLSjQjJaxhpcDyS0cHegZbm,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s118328328490266394844!2s0x0:0x91fde7e0e4de70fe?hl=en-US,5,1625590707,07/06/2021 16:58:27,0,-7926924816003731202
Armando al Pantheon,Armando al Pantheon,0x132f6051d8fd0673:0x91fde7e0e4de70fe,ChIJcwb92FFgLxMR_nDe5ODn_ZE,"https://www.google.com/maps/place/Armando+al+Pantheon/@41.8990581,12.4761819,14z/data=!4m8!1m2!2m1!1sArmando+al+Pantheon!3m4!1s0x132f6051d8fd0673:0x91fde7e0e4de70fe!8m2!3d41.8990581!4d12.4761819",https://search.google.com/local/reviews?placeid=ChIJcwb92FFgLxMR_nDe5ODn_ZE&q=Armando+al+Pantheon&authuser=0&hl=en&gl=US,"{""1"": 48, ""2"": 39, ""3"": 65, ""4"": 226, ""5"": 679}",4.4,ChZDSUhNMG9nS0VJQ0FnSUNHNjdLdktnEAE,https://www.google.com/maps/contrib/103031513881938898899?hl=en-US,Jair Garcia,103031513881938898899,https://lh3.googleusercontent.com/a-/AOh14GjU-6IKUS3UHyKracJMU-YI9KxwB04KrH4csaQYcsg=s120-c-c0x00000000-cc-rp-mo-ba2-br100,"This place was lousy, his food very salty, his attention very slow, and his bad attitude of personal, just one guy Latino that was great.  I do not recommend this place.

Dishes: carbonara pasta, chicken giblets pasta.",https://lh3.googleusercontent.com/a-/AOh14GjU-6IKUS3UHyKracJMU-YI9KxwB04KrH4csaQYcsg,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s103031513881938898899!2s0x0:0x91fde7e0e4de70fe?hl=en-US,1,1636491174,11/09/2021 20:52:54,1,-7926924816003731202
Armando al Pantheon,Armando al Pantheon,0x132f6051d8fd0673:0x91fde7e0e4de70fe,ChIJcwb92FFgLxMR_nDe5ODn_ZE,"https://www.google.com/maps/place/Armando+al+Pantheon/@41.8990581,12.4761819,14z/data=!4m8!1m2!2m1!1sArmando+al+Pantheon!3m4!1s0x132f6051d8fd0673:0x91fde7e0e4de70fe!8m2!3d41.8990581!4d12.4761819",https://search.google.com/local/reviews?placeid=ChIJcwb92FFgLxMR_nDe5ODn_ZE&q=Armando+al+Pantheon&authuser=0&hl=en&gl=US,"{""1"": 48, ""2"": 39, ""3"": 65, ""4"": 226, ""5"": 679}",4.4,ChdDSUhNMG9nS0VJQ0FnSUNNMlkteGtnRRAB,https://www.google.com/maps/contrib/111231049755555037546?hl=en-US,Charlene Lui,111231049755555037546,https://lh3.googleusercontent.com/a-/AOh14GhTq2_glFEAUfkOyp0djKRbnLjoHr2gXr2dIfqrAg=s120-c-c0x00000000-cc-rp-mo-br100,"Excellent food! One of the best meals I had during my trip to Rome. Enjoyed the anchovies starter which was a special for the day. The black truffle spaghetti was divine - simple and tossed in olive oil, bringing out the beautiful aroma and flavour from the black truffles. The wine pairing that was recommended perfectly complemented the food. Tiramisu was great as well. Highly recommended and would definitely visit again!",https://lh5.googleusercontent.com/p/AF1QipOKssEA_xEY0g7q_4mU20WnWVOIpj2IBOngVwYA,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s111231049755555037546!2s0x0:0x91fde7e0e4de70fe?hl=en-US,5,1574780631,11/26/2019 15:03:51,2,-7926924816003731202
Armando al Pantheon,Armando al Pantheon,0x132f6051d8fd0673:0x91fde7e0e4de70fe,ChIJcwb92FFgLxMR_nDe5ODn_ZE,"https://www.google.com/maps/place/Armando+al+Pantheon/@41.8990581,12.4761819,14z/data=!4m8!1m2!2m1!1sArmando+al+Pantheon!3m4!1s0x132f6051d8fd0673:0x91fde7e0e4de70fe!8m2!3d41.8990581!4d12.4761819",https://search.google.com/local/reviews?placeid=ChIJcwb92FFgLxMR_nDe5ODn_ZE&q=Armando+al+Pantheon&authuser=0&hl=en&gl=US,"{""1"": 48, ""2"": 39, ""3"": 65, ""4"": 226, ""5"": 679}",4.4,ChdDSUhNMG9nS0VJQ0FnSURDdVotWjV3RRAB,https://www.google.com/maps/contrib/114077503957463774558?hl=en-US,Marina Venâncio,114077503957463774558,https://lh3.googleusercontent.com/a-/AOh14GgL2IdBNGKfAsvSkdNatl8F3iIyLT8dCxMWP4s0Lg=s120-c-c0x00000000-cc-rp-mo-ba5-br100,"Armando is a nice, cozy restaurant near the pantheon (going out of the restaurant after dinner and facing the monument is definitely a plus). I am usually suspicious of the quality of the restaurants downtown, so I was a bit hesitant about going there. But, I am glad we did; our meal was fantastic and it lives up to the expectations. My friend and I had pasta a la griccia, carbonara, and the smoked lamb. Everything was delicious, and service was efficient.

There are only 15 tables in the restaurant. Therefore, making a reservation is a must (and one can do it online). It is important to note that prices are definitely on the expensive side of the spectrum (which was expected given the restaurant’s location).",https://lh5.googleusercontent.com/p/AF1QipOvlszSSsYASr0R9bKV-97_deMasuGV1wAWBLgx,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s114077503957463774558!2s0x0:0x91fde7e0e4de70fe?hl=en-US,5,1601735523,10/03/2020 14:32:03,0,-7926924816003731202
Armando al Pantheon,Armando al Pantheon,0x132f6051d8fd0673:0x91fde7e0e4de70fe,ChIJcwb92FFgLxMR_nDe5ODn_ZE,"https://www.google.com/maps/place/Armando+al+Pantheon/@41.8990581,12.4761819,14z/data=!4m8!1m2!2m1!1sArmando+al+Pantheon!3m4!1s0x132f6051d8fd0673:0x91fde7e0e4de70fe!8m2!3d41.8990581!4d12.4761819",https://search.google.com/local/reviews?placeid=ChIJcwb92FFgLxMR_nDe5ODn_ZE&q=Armando+al+Pantheon&authuser=0&hl=en&gl=US,"{""1"": 48, ""2"": 39, ""3"": 65, ""4"": 226, ""5"": 679}",4.4,ChZDSUhNMG9nS0VJQ0FnSUNxeV9xUVlBEAE,https://www.google.com/maps/contrib/114402097485192572812?hl=en-US,Gustavo Hernandez,114402097485192572812,https://lh3.googleusercontent.com/a-/AOh14GhISde2UUC_vPl1DloxiwZK2tMatcUiuXRkth2HDg=s120-c-c0x00000000-cc-rp-mo-br100,Traditional Roman cuisine.  Great knowledgeable staff.,https://lh5.googleusercontent.com/p/AF1QipP6qTbhEzYAoVaIpVu6bQDKWFLOLxUQ1PTP2zJv,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s114402097485192572812!2s0x0:0x91fde7e0e4de70fe?hl=en-US,5,1624045042,06/18/2021 19:37:22,0,-7926924816003731202
Armando al Pantheon,Armando al Pantheon,0x132f6051d8fd0673:0x91fde7e0e4de70fe,ChIJcwb92FFgLxMR_nDe5ODn_ZE,"https://www.google.com/maps/place/Armando+al+Pantheon/@41.8990581,12.4761819,14z/data=!4m8!1m2!2m1!1sArmando+al+Pantheon!3m4!1s0x132f6051d8fd0673:0x91fde7e0e4de70fe!8m2!3d41.8990581!4d12.4761819",https://search.google.com/local/reviews?placeid=ChIJcwb92FFgLxMR_nDe5ODn_ZE&q=Armando+al+Pantheon&authuser=0&hl=en&gl=US,"{""1"": 48, ""2"": 39, ""3"": 65, ""4"": 226, ""5"": 679}",4.4,ChZDSUhNMG9nS0VJQ0FnSUNVdUlfWlFREAE,https://www.google.com/maps/contrib/107520950836016321731?hl=en-US,Nitya Mull Sanghvi,107520950836016321731,https://lh3.googleusercontent.com/a-/AOh14GjLXB9uxCdS2GK8BQ4fP864h_1eY42sakybMlWDIYY=s120-c-c0x00000000-cc-rp-mo-ba2-br100,"Outstanding find in Rome! The Vegetarian food was delicious... special mention to the Eggplant Parmigiana and the black truffle pasta!
The service was an absolute delight with the waiters, smiling and every ready to help!
A well deserved Michelin Star!",https://lh5.googleusercontent.com/p/AF1QipPkBE_iyXBdD4CebAQjvwM6i7QtqBcEvoin-Lnu,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s107520950836016321731!2s0x0:0x91fde7e0e4de70fe?hl=en-US,5,1563349127,07/17/2019 07:38:47,1,-7926924816003731202
Armando al Pantheon,Armando al Pantheon,0x132f6051d8fd0673:0x91fde7e0e4de70fe,ChIJcwb92FFgLxMR_nDe5ODn_ZE,"https://www.google.com/maps/place/Armando+al+Pantheon/@41.8990581,12.4761819,14z/data=!4m8!1m2!2m1!1sArmando+al+Pantheon!3m4!1s0x132f6051d8fd0673:0x91fde7e0e4de70fe!8m2!3d41.8990581!4d12.4761819",https://search.google.com/local/reviews?placeid=ChIJcwb92FFgLxMR_nDe5ODn_ZE&q=Armando+al+Pantheon&authuser=0&hl=en&gl=US,"{""1"": 48, ""2"": 39, ""3"": 65, ""4"": 226, ""5"": 679}",4.4,ChZDSUhNMG9nS0VJQ0FnSUNJNXZEcFVREAE,https://www.google.com/maps/contrib/100492792076414513707?hl=en-US,Ryando Angdias,100492792076414513707,https://lh3.googleusercontent.com/a/AATXAJzpG4urGNp97L0emAXYrj3aG_M1V2dhgoHw_N2U=s120-c-c0x00000000-cc-rp-mo-ba3-br100,"Perfect Saturday lunch, best pasta we had in Rome!  Other than the amazing dishes, the chef and staff were all so friendly, making it such a great experience.  Make sure to book in advance as we saw many guests turned down.",https://lh5.googleusercontent.com/p/AF1QipOy1PBiyRm9ail0D3bceCNCRXIZV_CO2Gwk1Tb4,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s100492792076414513707!2s0x0:0x91fde7e0e4de70fe?hl=en-US,5,1542009966,11/12/2018 08:06:06,0,-7926924816003731202
Armando al Pantheon,Armando al Pantheon,0x132f6051d8fd0673:0x91fde7e0e4de70fe,ChIJcwb92FFgLxMR_nDe5ODn_ZE,"https://www.google.com/maps/place/Armando+al+Pantheon/@41.8990581,12.4761819,14z/data=!4m8!1m2!2m1!1sArmando+al+Pantheon!3m4!1s0x132f6051d8fd0673:0x91fde7e0e4de70fe!8m2!3d41.8990581!4d12.4761819",https://search.google.com/local/reviews?placeid=ChIJcwb92FFgLxMR_nDe5ODn_ZE&q=Armando+al+Pantheon&authuser=0&hl=en&gl=US,"{""1"": 48, ""2"": 39, ""3"": 65, ""4"": 226, ""5"": 679}",4.4,ChdDSUhNMG9nS0VJQ0FnSUNvLUppdHVRRRAB,https://www.google.com/maps/contrib/100517799491106052705?hl=en-US,Hila Konforty,100517799491106052705,https://lh3.googleusercontent.com/a/AATXAJwTRQjBi5HVM6fRF5SmEPjJtg2vV854Ilt4bk9t=s120-c-c0x00000000-cc-rp-mo-ba4-br100,"Great place. Everything we had was delicious, the prices were reasonable. Although pretty much all of the restaurant was filled with tourists it felt authentic. I would definitely visit again on my next trip to Rome",https://lh5.googleusercontent.com/p/AF1QipPmjaFEB3GHvpSZ5k6xCc8P8LdFp-hE-3JSckum,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s100517799491106052705!2s0x0:0x91fde7e0e4de70fe?hl=en-US,5,1549307045,02/04/2019 19:04:05,1,-7926924816003731202
Armando al Pantheon,Armando al Pantheon,0x132f6051d8fd0673:0x91fde7e0e4de70fe,ChIJcwb92FFgLxMR_nDe5ODn_ZE,"https://www.google.com/maps/place/Armando+al+Pantheon/@41.8990581,12.4761819,14z/data=!4m8!1m2!2m1!1sArmando+al+Pantheon!3m4!1s0x132f6051d8fd0673:0x91fde7e0e4de70fe!8m2!3d41.8990581!4d12.4761819",https://search.google.com/local/reviews?placeid=ChIJcwb92FFgLxMR_nDe5ODn_ZE&q=Armando+al+Pantheon&authuser=0&hl=en&gl=US,"{""1"": 48, ""2"": 39, ""3"": 65, ""4"": 226, ""5"": 679}",4.4,ChdDSUhNMG9nS0VJQ0FnSUNzaE9pQW5RRRAB,https://www.google.com/maps/contrib/115167884894133794128?hl=en-US,David Dimston,115167884894133794128,https://lh3.googleusercontent.com/a-/AOh14GhHpxkCIT_h9LQCUGEDN6dJM3bIk_Z-oZ0TFAGs=s120-c-c0x00000000-cc-rp-mo-br100,"I can add myself to the long list of excellent reviews of this restaurant. Everything on the menu is excellent although for me the artichoke romana was so good I could make a meal of it. If people don’t like this place then the problem is them. Reserve, show up on time and prepare to enjoy.

I would like to add an additional comment.  There were many reviews remarking about rude treatment directed specifically against Asians which I did not witness.  What we did see when we were there for dinner was a Japanese woman with her husband being greeted, hugged actually, by the chef who had come from the kitchen to embrace them and welcome them warmly for dinner.  For the record I did not see him come out for anyone else the rest of the evening.  I do know this is a popular place, reservations are required and showing up on time is important and considerate.  Just because a table looks empty doesn't mean it has not been reserved.",https://lh5.googleusercontent.com/p/AF1QipOTM0krY6tAAmLWKby__RwdH-yMVc-dfhk4WtZe,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s115167884894133794128!2s0x0:0x91fde7e0e4de70fe?hl=en-US,5,1580480818,01/31/2020 14:26:58,3,-7926924816003731202
Armando al Pantheon,Armando al Pantheon,0x132f6051d8fd0673:0x91fde7e0e4de70fe,ChIJcwb92FFgLxMR_nDe5ODn_ZE,"https://www.google.com/maps/place/Armando+al+Pantheon/@41.8990581,12.4761819,14z/data=!4m8!1m2!2m1!1sArmando+al+Pantheon!3m4!1s0x132f6051d8fd0673:0x91fde7e0e4de70fe!8m2!3d41.8990581!4d12.4761819",https://search.google.com/local/reviews?placeid=ChIJcwb92FFgLxMR_nDe5ODn_ZE&q=Armando+al+Pantheon&authuser=0&hl=en&gl=US,"{""1"": 48, ""2"": 39, ""3"": 65, ""4"": 226, ""5"": 679}",4.4,ChZDSUhNMG9nS0VJQ0FnSUNHaGZidll3EAE,https://www.google.com/maps/contrib/106927370996850151338?hl=en-US,Christina Saunders,106927370996850151338,https://lh3.googleusercontent.com/a-/AOh14GiarhBlwXisc5g4CVGdjsVW6hzhRn2abC6x9tV9Eg=s120-c-c0x00000000-cc-rp-mo-br100,"My husband and I greatly enjoyed our meal at Armando Al Pantheon- the service was good, friendly staff who spoke English, and the food was delicious! We loved the slow roasted duck with prunes.",https://lh3.googleusercontent.com/a-/AOh14GiarhBlwXisc5g4CVGdjsVW6hzhRn2abC6x9tV9Eg,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s106927370996850151338!2s0x0:0x91fde7e0e4de70fe?hl=en-US,5,1635975264,11/03/2021 21:34:24,0,-7926924816003731202
Armando al Pantheon,Armando al Pantheon,0x132f6051d8fd0673:0x91fde7e0e4de70fe,ChIJcwb92FFgLxMR_nDe5ODn_ZE,"https://www.google.com/maps/place/Armando+al+Pantheon/@41.8990581,12.4761819,14z/data=!4m8!1m2!2m1!1sArmando+al+Pantheon!3m4!1s0x132f6051d8fd0673:0x91fde7e0e4de70fe!8m2!3d41.8990581!4d12.4761819",https://search.google.com/local/reviews?placeid=ChIJcwb92FFgLxMR_nDe5ODn_ZE&q=Armando+al+Pantheon&authuser=0&hl=en&gl=US,"{""1"": 48, ""2"": 39, ""3"": 65, ""4"": 226, ""5"": 679}",4.4,ChZDSUhNMG9nS0VJQ0FnSURHbGVLVUxREAE,https://www.google.com/maps/contrib/116744463948633856798?hl=en-US,Yannick Requis,116744463948633856798,https://lh3.googleusercontent.com/a-/AOh14Gij5d_zs8jVOQLqTH_3z_ZOBdP4WOu0fPmorwqw_A=s120-c-c0x00000000-cc-rp-mo-ba2-br100,"Good one, I simply didn't like being charged for bread without being told",https://lh3.googleusercontent.com/a-/AOh14Gij5d_zs8jVOQLqTH_3z_ZOBdP4WOu0fPmorwqw_A,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s116744463948633856798!2s0x0:0x91fde7e0e4de70fe?hl=en-US,4,1638643295,12/04/2021 18:41:35,0,-7926924816003731202
